room_name;owner_name;region;location;room_size;is_electricity_included;price_before_discount_bs;all_facilities_bs;room_availability_bs;deposit_amount_bs;price;rating;rating_count;transaction_count;tipe_kos;discount_amount;url
Kost Singgahsini Permata 15 Tipe C Grogol Petamburan Jakarta Barat;Kos dikelola oleh Bella;Jakarta Barat;Grogol Petamburan;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; Guling; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp200.000;Rp1.725.000;5.0;(3);15 transaksi berhasil di kos ini;Kos Putri;Diskon 80rb;https://mamikos.com/room/kost-kota-jakarta-barat-kost-putri-eksklusif-kost-singgahsini-permata-15-tipe-c-grogol-petamburan-jakarta-barat-2?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Permata 15 Tipe D Grogol Petamburan Jakarta Barat;Kos dikelola oleh Bella;Jakarta Barat;Grogol Petamburan;3 x 3 meter;Tidak termasuk listrik;Rp1.025.000;"3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Kipas Angin; Bantal; Guling; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Wastafel; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp200.000;Rp945.000;5.0;(3);15 transaksi berhasil di kos ini;Kos Putri;Diskon 80rb;https://mamikos.com/room/kost-kota-jakarta-barat-kost-putri-eksklusif-kost-singgahsini-permata-15-tipe-d-grogol-petamburan-jakarta-barat-2?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Permata Hijau Tipe B Kebayoran Lama Jakarta Selatan;Kos dikelola oleh Dida;Jakarta Selatan;Kecamatan Kebayoran Lama;4 x 4 meter;Tidak termasuk listrik;Rp2.345.000;"4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Laundry; R. Jemur; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp2.159.400;4.8;(15);37 transaksi berhasil di kos ini;Kos Putri;Diskon 186rb;https://mamikos.com/room/kost-jakarta-selatan-kost-putri-eksklusif-kost-singgahsini-permata-hijau-tipe-b-kebayoran-lama-jakarta-selatan?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Petogogan 35A Tipe A Kebayoran Baru Jakarta Selatan;Kos dikelola oleh Maya;Jakarta Selatan;Kebayoran Baru;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; Penjaga Kos; R. Makan; R. Jemur; CCTV; Rooftop; Jemuran; Parkir Mobil; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp2.325.000;5.0;(6);16 transaksi berhasil di kos ini;Kos Putra;Not found;https://mamikos.com/room/kost-kota-jakarta-selatan-kost-putra-eksklusif-kost-singgahsini-petogogan-35a-tipe-a-kebayoran-baru-jakarta-selatan?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Petogogan 35A Tipe B Kebayoran Baru Jakarta Selatan;Kos dikelola oleh Maya;Jakarta Selatan;Kebayoran Baru;4 x 3 meter;Tidak termasuk listrik;N/A;"4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; Penjaga Kos; R. Makan; R. Jemur; CCTV; Rooftop; Jemuran; Parkir Mobil; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp2.025.000;4.8;(4);8 transaksi berhasil di kos ini;Kos Putra;Not found;https://mamikos.com/room/kost-kota-jakarta-selatan-kost-putra-eksklusif-kost-singgahsini-petogogan-35a-tipe-b-kebayoran-baru-jakarta-selatan?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Petojo 5 Roxy Tipe A Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Kecamatan Gambir;3.2 x 2.4 meter;Tidak termasuk listrik;Rp1.925.000;"3.2 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; WiFi; Kulkas; Penjaga Kos; Laundry; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp500.000;Rp1.830.000;4.8;(47);78 transaksi berhasil di kos ini;Kos Campur;Diskon 95rb;https://mamikos.com/room/kost-kota-jakarta-pusat-kost-campur-eksklusif-kost-apik-petojo-5-roxy-tipe-a-jakarta-pusat?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Petojo Selatan 12 Tipe B Gambir Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Gambir;3 x 2.5 meter;Tidak termasuk listrik;Rp1.625.000;"3 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp300.000;Rp1.545.000;4.9;(17);25 transaksi berhasil di kos ini;Kos Putri;Diskon 80rb;https://mamikos.com/room/kost-kota-jakarta-pusat-kost-putri-eksklusif-kost-singgahsini-petojo-selatan-12-tipe-b-gambir-jakarta-pusat-2?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Petojo Selatan 3 Tipe A Cideng Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Gambir;2.5 x 2.2 meter;Tidak termasuk listrik;Rp1.645.000;"2.5 x 2.2 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp300.000;Rp1.564.000;4.8;(93);143 transaksi berhasil di kos ini;Kos Campur;Diskon 81rb;https://mamikos.com/room/kost-kota-jakarta-pusat-kost-campur-eksklusif-kost-singgahsini-petojo-selatan-3-tipe-a-cideng-jakarta-pusat?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Petojo Selatan 3 Tipe B Cideng Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Gambir;1.8 x 1.5 meter;Tidak termasuk listrik;Rp1.505.000;"1.8 x 1.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Sepeda";Tersisa1 kamar;Rp300.000;Rp1.386.600;4.5;(7);11 transaksi berhasil di kos ini;Kos Campur;Diskon 118rb;https://mamikos.com/room/kost-kota-jakarta-pusat-kost-campur-eksklusif-kost-singgahsini-petojo-selatan-3-tipe-b-cideng-jakarta-pusat?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Petukangan Utara 09 Tipe B Pesanggrahan Jakarta Selatan;Kos dikelola oleh Dida;Jakarta Selatan;Pesanggrahan;2 x 3 meter;Termasuk listrik (implied);Rp1.725.000;"2 x 3 meter; Termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Dispenser; Taman; Gazebo; CCTV; Jemuran; Parkir Motor & Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp300.000;Rp1.640.000;4.6;(11);21 transaksi berhasil di kos ini;Kos Campur;Diskon 85rb;https://mamikos.com/room/kost-jakarta-selatan-kost-campur-eksklusif-kost-singgahsini-petukangan-utara-09-tipe-b-pesanggrahan-jakarta-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini PIM Margonda Raya Beji Depok;Kos dikelola oleh Maya;Depok;Beji;3 x 3 meter;Tidak termasuk listrik;Rp1.815.000;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; R. Jemur; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda";N/A;Rp200.000;Rp1.636.000;4.5;(17);33 transaksi berhasil di kos ini;Kos Putri;Diskon 179rb;https://mamikos.com/room/kost-kota-depok-kost-putri-eksklusif-kost-singgahsini-pim-margonda-raya-beji-depok-1?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Pisangan Lama 2 Tipe A Pulo Gadung Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Pulo Gadung;3.7 x 2.7 meter;Tidak termasuk listrik;N/A;"3.7 x 2.7 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Laundry; Parkir Mobil; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp1.425.000;4.8;(15);41 transaksi berhasil di kos ini;Kos Campur;Diskon 78rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-campur-eksklusif-kost-singgahsini-pisangan-lama-2-tipe-a-pulo-gadung-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Poltangan 28 Tipe A Jagakarsa Jakarta Selatan;Kos dikelola oleh Maya;Jakarta Selatan;Kecamatan Jagakarsa;5.3 x 3 meter;Tidak termasuk listrik;Rp2.925.000;"5.3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; R. Santai; Dapur; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;Rp500.000;Rp2.780.000;4.8;(5);14 transaksi berhasil di kos ini;Kos Putri;Diskon 145rb;https://mamikos.com/room/kost-jakarta-selatan-kost-putri-eksklusif-kost-singgahsini-poltangan-28-tipe-a-jagakarsa-jakarta-selatan-1?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Poltangan 28 Tipe B Jagakarsa Jakarta Selatan;Pemilik Kos;Jakarta Selatan;Kecamatan Jagakarsa;N/A;N/A;Rp2.275.000;;N/A;N/A;Rp2.162.500;4.8;(37);66 transaksi berhasil di kos ini;Kos Putri;Diskon 113rb;https://mamikos.com/room/kost-jakarta-selatan-kost-putri-eksklusif-kost-singgahsini-poltangan-28-tipe-b-jagakarsa-jakarta-selatan-1?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Poltangan 28 Tipe C Jagakarsa Jakarta Selatan;Kos dikelola oleh Maya;Jakarta Selatan;Kecamatan Jagakarsa;2.8 x 2.4 meter;Tidak termasuk listrik;Rp2.095.000;"2.8 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; R. Santai; Dapur; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;Rp500.000;Rp1.991.500;4.8;(21);29 transaksi berhasil di kos ini;Kos Putri;Diskon 104rb;https://mamikos.com/room/kost-jakarta-selatan-kost-putri-eksklusif-kost-singgahsini-poltangan-28-tipe-c-jagakarsa-jakarta-selatan-1?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Pondok Asri Tipe A Ciputat Timur Tangerang Selatan;Kos dikelola oleh Dida;Tangerang Selatan;Ciputat Timur;3.5 x 4 meter;Tidak termasuk listrik;N/A;"3.5 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Penjaga Kos; Mesin Cuci; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp200.000;Rp1.525.000;4.6;(10);19 transaksi berhasil di kos ini;Kos Putri;Diskon 70rb;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-singgahsini-pondok-asri-tipe-a-ciputat-timur-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Singgahsini Pondok Asri Tipe B Ciputat Timur Tangerang Selatan;Kos dikelola oleh Dida;Tangerang Selatan;Ciputat Timur;2.8 x 2.4 meter;Tidak termasuk listrik;N/A;"2.8 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Cermin; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; WiFi; R. Cuci; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp200.000;Rp1.125.000;5.0;(1);6 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-tangerang-selatan-kost-putri-eksklusif-kost-singgahsini-cirendeu-tipe-b-ciputat-timur-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
